timestamp,source_workload,destination_workload,request_protocol,response_code,grpc_response_status,response_flags,reporter,node,total_request,istio_request_bytes_sum,istio_request_duration_milliseconds_sum,result,new_request,new_istio_request_bytes,new_istio_request_duration_milliseconds,latency
2025-03-10 16:09:00,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:01,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:02,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:03,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:04,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:05,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:06,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:07,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:08,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:09,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:10,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:11,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:12,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:13,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:14,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:15,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:16,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:17,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:18,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:19,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:20,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:21,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:22,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:23,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:24,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:25,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:26,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:27,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:28,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:29,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:30,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:31,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:32,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:33,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:34,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:35,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:36,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:37,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:38,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:39,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:40,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:41,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:42,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:43,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:44,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:45,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:46,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:47,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:48,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:49,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:50,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:51,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:52,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:53,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:54,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:55,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:56,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:57,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:58,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:09:59,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:10:00,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:10:01,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:10:02,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:10:03,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:10:04,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:10:05,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:10:06,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:10:07,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:10:08,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:10:09,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:10:10,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:10:11,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:10:12,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
2025-03-10 16:10:13,loadgenerator,frontend,http,500,0.0,-,destination,node2,3251.0,3713750.0,422206.0,error,0.0,0.0,0.0,0.0
