source_workload,destination_workload,timestamp,total_request,new_request,success_count,error_count,success_rate,error_rate,average_latency,istio_request_bytes,throughput,request_rate,time_window,link_color,Abnormality class
recommendationservice,productcatalogservice,2025-03-10 16:09:15,2949714.0,271.0,271.0,0.0,1.0,0.0,1.7284132841359343,32523.0,2168.2,18.066666666666663,15S,green,Normal
recommendationservice,productcatalogservice,2025-03-10 16:09:30,2950012.0,298.0,298.0,0.0,1.0,0.0,1.7634228187919463,35475.5,2365.0333333333333,19.866666666666667,15S,green,Normal
recommendationservice,productcatalogservice,2025-03-10 16:09:45,2950356.0,344.0,344.0,0.0,1.0,0.0,2.0751453488347726,41468.5,2764.5666666666666,22.933333333333334,15S,green,Normal
recommendationservice,productcatalogservice,2025-03-10 16:10:00,2950729.0,373.0,373.0,0.0,1.0,0.0,2.782975871314422,45208.5,3013.9,24.866666666666667,15S,green,Normal
recommendationservice,productcatalogservice,2025-03-10 16:10:15,2951119.0,390.0,390.0,0.0,1.0,0.0,2.3979487179503898,46869.0,3124.6,26.0,15S,green,Normal
recommendationservice,productcatalogservice,2025-03-10 16:10:30,2951520.0,401.0,401.0,0.0,1.0,0.0,2.747007481295132,47066.5,3137.766666666667,26.73333333333333,15S,green,Normal
recommendationservice,productcatalogservice,2025-03-10 16:10:45,2951973.0,453.0,453.0,0.0,1.0,0.0,3.006622516556291,55610.5,3707.366666666667,30.2,15S,green,Normal
recommendationservice,productcatalogservice,2025-03-10 16:11:00,2952430.0,457.0,457.0,0.0,1.0,0.0,3.327680525164114,54939.0,3662.6,30.466666666666665,15S,green,Normal
recommendationservice,productcatalogservice,2025-03-10 16:11:15,2952923.0,493.0,493.0,0.0,1.0,0.0,4.629513184583423,59564.0,3970.933333333333,32.86666666666667,15S,green,Normal
recommendationservice,productcatalogservice,2025-03-10 16:11:30,2953432.0,509.0,509.0,0.0,1.0,0.0,4.038212180746928,61804.0,4120.266666666666,33.93333333333333,15S,green,Normal
recommendationservice,productcatalogservice,2025-03-10 16:11:45,2953903.0,471.0,471.0,0.0,1.0,0.0,4.296709129511678,59132.0,3942.133333333333,31.4,15S,green,Normal
recommendationservice,productcatalogservice,2025-03-10 16:12:00,2954499.0,596.0,596.0,0.0,1.0,0.0,4.477684563758702,69181.0,4612.066666666667,39.73333333333333,15S,green,Normal
recommendationservice,productcatalogservice,2025-03-10 16:12:15,2955018.0,519.0,519.0,0.0,1.0,0.0,3.794315992292871,63082.0,4205.466666666666,34.6,15S,green,Normal
recommendationservice,productcatalogservice,2025-03-10 16:12:30,2955547.0,529.0,529.0,0.0,1.0,0.0,4.723156899810612,61800.5,4120.033333333334,35.266666666666666,15S,green,Normal
recommendationservice,productcatalogservice,2025-03-10 16:12:45,2955653.0,106.0,106.0,0.0,1.0,0.0,4.528773584903903,16996.5,1133.1,7.066666666666666,15S,green,Normal
recommendationservice,productcatalogservice,2025-03-10 16:13:00,2955753.0,100.0,100.0,0.0,1.0,0.0,1.1370000000018627,11014.0,734.2666666666667,6.666666666666667,15S,green,Normal
recommendationservice,productcatalogservice,2025-03-10 16:13:15,2955886.0,133.0,133.0,0.0,1.0,0.0,1.2154135338338865,16207.5,1080.5,8.866666666666667,15S,green,Normal
recommendationservice,productcatalogservice,2025-03-10 16:13:30,2956045.0,159.0,159.0,0.0,1.0,0.0,1.2050314465414662,18867.0,1257.8,10.6,15S,green,Normal
recommendationservice,productcatalogservice,2025-03-10 16:13:45,2956250.0,205.0,205.0,0.0,1.0,0.0,1.2980487804882592,24178.5,1611.9,13.666666666666666,15S,green,Normal
recommendationservice,productcatalogservice,2025-03-10 16:14:00,2956490.0,240.0,240.0,0.0,1.0,0.0,1.7,29393.5,1959.5666666666664,16.0,15S,green,Normal
recommendationservice,productcatalogservice,2025-03-10 16:14:15,2956785.0,295.0,295.0,0.0,1.0,0.0,1.7789830508468265,36442.0,2429.4666666666667,19.666666666666668,15S,green,Normal
recommendationservice,productcatalogservice,2025-03-10 16:14:30,2957101.0,316.0,316.0,0.0,1.0,0.0,2.3560126582307954,36747.0,2449.8,21.066666666666663,15S,green,Normal
recommendationservice,productcatalogservice,2025-03-10 16:14:45,2957449.0,348.0,348.0,0.0,1.0,0.0,1.9956896551697376,40882.5,2725.5,23.2,15S,green,Normal
recommendationservice,productcatalogservice,2025-03-10 16:15:00,2957812.0,363.0,363.0,0.0,1.0,0.0,2.186088154270742,45506.5,3033.766666666667,24.2,15S,green,Normal
recommendationservice,productcatalogservice,2025-03-10 16:15:15,2958201.0,389.0,389.0,0.0,1.0,0.0,2.513496143958869,46870.5,3124.7,25.933333333333334,15S,green,Normal
recommendationservice,productcatalogservice,2025-03-10 16:15:30,2958613.0,412.0,412.0,0.0,1.0,0.0,2.754247572815534,49912.0,3327.4666666666667,27.466666666666665,15S,green,Normal
recommendationservice,productcatalogservice,2025-03-10 16:15:45,2959054.0,441.0,441.0,0.0,1.0,0.0,3.0261904761900538,51591.5,3439.4333333333334,29.4,15S,green,Normal
recommendationservice,productcatalogservice,2025-03-10 16:16:00,2959495.0,441.0,441.0,0.0,1.0,0.0,3.827210884353319,54349.0,3623.266666666667,29.4,15S,green,Normal
recommendationservice,productcatalogservice,2025-03-10 16:16:15,2959938.0,443.0,443.0,0.0,1.0,0.0,4.389616252821881,55210.5,3680.7,29.53333333333333,15S,green,Normal
recommendationservice,productcatalogservice,2025-03-10 16:16:30,2960461.0,523.0,523.0,0.0,1.0,0.0,3.623613766732004,59934.5,3995.633333333333,34.86666666666667,15S,green,Normal
recommendationservice,productcatalogservice,2025-03-10 16:16:45,2960952.0,491.0,491.0,0.0,1.0,0.0,3.242769857432291,58267.0,3884.4666666666662,32.733333333333334,15S,green,Normal
recommendationservice,productcatalogservice,2025-03-10 16:17:00,2961496.0,544.0,544.0,0.0,1.0,0.0,4.405147058823358,67305.5,4487.033333333334,36.266666666666666,15S,green,Normal
recommendationservice,productcatalogservice,2025-03-10 16:17:15,2961989.0,493.0,493.0,0.0,1.0,0.0,4.0,59148.0,3943.2,32.86666666666667,15S,green,Normal
recommendationservice,productcatalogservice,2025-03-10 16:17:30,2962515.0,526.0,526.0,0.0,1.0,0.0,4.485456273766206,62792.0,4186.133333333333,35.06666666666667,15S,green,Normal
recommendationservice,productcatalogservice,2025-03-10 16:17:45,2962622.0,107.0,107.0,0.0,1.0,0.0,3.169626168214725,16600.5,1106.7,7.133333333333334,15S,green,Normal
recommendationservice,productcatalogservice,2025-03-10 16:18:00,2962704.0,82.0,82.0,0.0,1.0,0.0,1.2439024390243902,9444.0,629.6,5.466666666666667,15S,green,Normal
checkoutservice,cartservice,2025-03-10 16:09:30,292990.0,62.0,62.0,0.0,1.0,0.0,8.356722689072305,8620.0,287.3333333333333,2.066666666666667,30S,green,Normal
checkoutservice,cartservice,2025-03-10 16:10:00,293061.0,71.0,71.0,0.0,1.0,0.0,9.259658187608174,10370.0,345.6666666666667,2.3666666666666667,30S,green,Normal
checkoutservice,cartservice,2025-03-10 16:10:30,293150.0,89.0,89.0,0.0,1.0,0.0,29.69843915342908,11120.0,370.6666666666667,2.966666666666667,30S,green,Normal
checkoutservice,cartservice,2025-03-10 16:11:00,293245.0,95.0,95.0,0.0,1.0,0.0,10.418196798482338,14810.0,493.6666666666667,3.1666666666666665,30S,green,Normal
checkoutservice,cartservice,2025-03-10 16:11:30,293333.0,88.0,88.0,0.0,1.0,0.0,19.41878643349368,13245.0,441.5,2.933333333333333,30S,green,Normal
checkoutservice,cartservice,2025-03-10 16:12:00,293447.0,114.0,114.0,0.0,1.0,0.0,61.488668831178245,15560.0,518.6666666666666,3.8,30S,green,Normal
checkoutservice,cartservice,2025-03-10 16:12:30,293517.0,70.0,70.0,0.0,1.0,0.0,51.90944055943682,11620.0,387.3333333333333,2.333333333333333,30S,green,Normal
checkoutservice,cartservice,2025-03-10 16:13:00,293543.0,26.0,26.0,0.0,1.0,0.0,8.11904761903099,3430.0,114.33333333333331,0.8666666666666667,30S,green,Normal
checkoutservice,cartservice,2025-03-10 16:13:30,293577.0,34.0,34.0,0.0,1.0,0.0,9.450526315789965,5190.0,173.0,1.1333333333333333,30S,green,Normal
checkoutservice,cartservice,2025-03-10 16:14:00,293634.0,57.0,57.0,0.0,1.0,0.0,7.42506493506046,6805.0,226.83333333333331,1.9,30S,green,Normal
checkoutservice,cartservice,2025-03-10 16:14:30,293692.0,58.0,58.0,0.0,1.0,0.0,10.614761904761792,9620.0,320.6666666666667,1.9333333333333331,30S,green,Normal
checkoutservice,cartservice,2025-03-10 16:15:00,293773.0,81.0,81.0,0.0,1.0,0.0,7.367721130218213,9880.0,329.3333333333333,2.7,30S,green,Normal
checkoutservice,cartservice,2025-03-10 16:15:30,293858.0,85.0,85.0,0.0,1.0,0.0,100.58111888111436,12370.0,412.3333333333333,2.833333333333333,30S,green,Normal
checkoutservice,cartservice,2025-03-10 16:16:00,293937.0,79.0,79.0,0.0,1.0,0.0,83.9096638655591,11505.0,383.5,2.6333333333333333,30S,green,Normal
checkoutservice,cartservice,2025-03-10 16:16:30,294025.0,88.0,88.0,0.0,1.0,0.0,63.51115789472372,11550.0,385.0,2.933333333333333,30S,green,Normal
checkoutservice,cartservice,2025-03-10 16:17:00,294116.0,91.0,91.0,0.0,1.0,0.0,125.78132850241845,14620.0,487.3333333333333,3.033333333333333,30S,green,Normal
checkoutservice,cartservice,2025-03-10 16:17:30,294191.0,75.0,75.0,0.0,1.0,0.0,12.222298728822292,12050.0,401.6666666666667,2.5,30S,green,Normal
checkoutservice,cartservice,2025-03-10 16:18:00,294201.0,10.0,10.0,0.0,1.0,0.0,9.691666666670548,1250.0,41.66666666666666,0.3333333333333333,30S,green,Normal
checkoutservice,currencyservice,2025-03-10 16:09:30,509044.0,70.0,70.0,0.0,1.0,0.0,4.653685503683902,7925.0,264.1666666666667,2.333333333333333,30S,green,Normal
checkoutservice,currencyservice,2025-03-10 16:10:00,509137.0,93.0,93.0,0.0,1.0,0.0,37.30937799043278,13080.0,436.0,3.1,30S,green,Normal
checkoutservice,currencyservice,2025-03-10 16:10:30,509250.0,113.0,113.0,0.0,1.0,0.0,41.666826923082745,14115.0,470.5,3.7666666666666666,30S,green,Normal
checkoutservice,currencyservice,2025-03-10 16:11:00,509395.0,145.0,145.0,0.0,1.0,0.0,42.478428571429774,18830.0,627.6666666666666,4.833333333333333,30S,green,Normal
checkoutservice,currencyservice,2025-03-10 16:11:30,509521.0,126.0,126.0,0.0,1.0,0.0,62.76044476325937,18590.0,619.6666666666666,4.2,30S,green,Normal
checkoutservice,currencyservice,2025-03-10 16:12:00,509693.0,172.0,172.0,0.0,1.0,0.0,49.75429590797038,20210.0,673.6666666666666,5.733333333333333,30S,green,Normal
checkoutservice,currencyservice,2025-03-10 16:12:30,509839.0,146.0,146.0,0.0,1.0,0.0,68.35308676829985,18820.0,627.3333333333334,4.866666666666666,30S,green,Normal
checkoutservice,currencyservice,2025-03-10 16:13:00,509858.0,19.0,19.0,0.0,1.0,0.0,863.6448717948186,6085.0,202.83333333333331,0.6333333333333333,30S,green,Normal
checkoutservice,currencyservice,2025-03-10 16:13:30,509898.0,40.0,40.0,0.0,1.0,0.0,4.73461538461167,4705.0,156.83333333333334,1.3333333333333333,30S,green,Normal
checkoutservice,currencyservice,2025-03-10 16:14:00,509945.0,47.0,47.0,0.0,1.0,0.0,9.38427419355937,5750.0,191.66666666666663,1.5666666666666669,30S,green,Normal
checkoutservice,currencyservice,2025-03-10 16:14:30,510028.0,83.0,83.0,0.0,1.0,0.0,5.520017482520386,10905.0,363.5,2.7666666666666666,30S,green,Normal
checkoutservice,currencyservice,2025-03-10 16:15:00,510128.0,100.0,100.0,0.0,1.0,0.0,73.75884740259922,13770.0,459.0,3.333333333333333,30S,green,Normal
checkoutservice,currencyservice,2025-03-10 16:15:30,510219.0,91.0,91.0,0.0,1.0,0.0,31.05355415860769,13205.0,440.1666666666667,3.033333333333333,30S,green,Normal
checkoutservice,currencyservice,2025-03-10 16:16:00,510359.0,140.0,140.0,0.0,1.0,0.0,26.46188005811021,17785.0,592.8333333333334,4.666666666666667,30S,green,Normal
checkoutservice,currencyservice,2025-03-10 16:16:30,510451.0,92.0,92.0,0.0,1.0,0.0,37.66554280248346,11250.0,375.0,3.066666666666667,30S,green,Normal
checkoutservice,currencyservice,2025-03-10 16:17:00,510596.0,145.0,145.0,0.0,1.0,0.0,32.95052693208563,19510.0,650.3333333333334,4.833333333333333,30S,green,Normal
checkoutservice,currencyservice,2025-03-10 16:17:30,510747.0,151.0,151.0,0.0,1.0,0.0,72.65423294450294,20680.0,689.3333333333334,5.033333333333333,30S,green,Normal
checkoutservice,currencyservice,2025-03-10 16:18:00,510753.0,6.0,6.0,0.0,1.0,0.0,43.51249999989523,2980.0,99.33333333333331,0.2,30S,green,Normal
checkoutservice,emailservice,2025-03-10 16:09:30,145991.0,30.0,30.0,0.0,1.0,0.0,4.146666666667443,8270.0,275.6666666666667,1.0,30S,green,Normal
checkoutservice,emailservice,2025-03-10 16:10:00,146025.0,34.0,34.0,0.0,1.0,0.0,6.022222222221495,12160.0,405.3333333333333,1.1333333333333333,30S,green,Normal
checkoutservice,emailservice,2025-03-10 16:10:30,146070.0,45.0,45.0,0.0,1.0,0.0,5.069000000000233,13110.0,437.0,1.5,30S,green,Normal
checkoutservice,emailservice,2025-03-10 16:11:00,146119.0,49.0,49.0,0.0,1.0,0.0,7.3292613636348865,17390.0,579.6666666666666,1.6333333333333333,30S,green,Normal
checkoutservice,emailservice,2025-03-10 16:11:30,146162.0,43.0,43.0,0.0,1.0,0.0,5.474208144796592,15565.0,518.8333333333334,1.4333333333333331,30S,green,Normal
checkoutservice,emailservice,2025-03-10 16:12:00,146218.0,56.0,56.0,0.0,1.0,0.0,6.34035759897762,19020.0,634.0,1.8666666666666667,30S,green,Normal
checkoutservice,emailservice,2025-03-10 16:12:30,146256.0,38.0,38.0,0.0,1.0,0.0,9.289583333334164,15520.0,517.3333333333334,1.2666666666666666,30S,green,Normal
checkoutservice,emailservice,2025-03-10 16:13:00,146268.0,12.0,12.0,0.0,1.0,0.0,4.625714285714951,3620.0,120.66666666666669,0.4,30S,green,Normal
checkoutservice,emailservice,2025-03-10 16:13:30,146285.0,17.0,17.0,0.0,1.0,0.0,5.936428571417595,5735.0,191.16666666666663,0.5666666666666667,30S,green,Normal
checkoutservice,emailservice,2025-03-10 16:14:00,146311.0,26.0,26.0,0.0,1.0,0.0,4.239375000010478,7125.0,237.5,0.8666666666666667,30S,green,Normal
checkoutservice,emailservice,2025-03-10 16:14:30,146343.0,32.0,32.0,0.0,1.0,0.0,5.606250000000728,11175.0,372.5,1.0666666666666669,30S,green,Normal
checkoutservice,emailservice,2025-03-10 16:15:00,146376.0,33.0,33.0,0.0,1.0,0.0,5.998846153847094,11850.0,395.0,1.1,30S,green,Normal
checkoutservice,emailservice,2025-03-10 16:15:30,146422.0,46.0,46.0,0.0,1.0,0.0,4.763095238093575,12810.0,427.0,1.5333333333333334,30S,green,Normal
checkoutservice,emailservice,2025-03-10 16:16:00,146460.0,38.0,38.0,0.0,1.0,0.0,8.330303030307263,14995.0,499.8333333333333,1.2666666666666666,30S,green,Normal
checkoutservice,emailservice,2025-03-10 16:16:30,146504.0,44.0,44.0,0.0,1.0,0.0,4.347727272725685,11190.0,373.0,1.4666666666666666,30S,green,Normal
checkoutservice,emailservice,2025-03-10 16:17:00,146554.0,50.0,50.0,0.0,1.0,0.0,6.992694805195562,18095.0,603.1666666666666,1.6666666666666667,30S,green,Normal
checkoutservice,emailservice,2025-03-10 16:17:30,146592.0,38.0,38.0,0.0,1.0,0.0,8.489642857144021,15275.0,509.1666666666667,1.2666666666666666,30S,green,Normal
checkoutservice,emailservice,2025-03-10 16:18:00,146597.0,5.0,5.0,0.0,1.0,0.0,5.591666666664726,1840.0,61.333333333333336,0.1666666666666666,30S,green,Normal
checkoutservice,paymentservice,2025-03-10 16:09:30,145980.0,27.0,27.0,0.0,1.0,0.0,7.059659090907107,4065.0,135.5,0.9,30S,green,Normal
checkoutservice,paymentservice,2025-03-10 16:10:00,146013.0,33.0,33.0,0.0,1.0,0.0,7.687222222218083,5550.0,185.0,1.1,30S,green,Normal
checkoutservice,paymentservice,2025-03-10 16:10:30,146052.0,39.0,39.0,0.0,1.0,0.0,6.474206349209121,5550.0,185.0,1.3,30S,green,Normal
checkoutservice,paymentservice,2025-03-10 16:11:00,146098.0,46.0,46.0,0.0,1.0,0.0,6.896393762184099,6495.0,216.5,1.5333333333333334,30S,green,Normal
checkoutservice,paymentservice,2025-03-10 16:11:30,146149.0,51.0,51.0,0.0,1.0,0.0,7.209047619044957,8940.0,298.0,1.7,30S,green,Normal
checkoutservice,paymentservice,2025-03-10 16:12:00,146203.0,54.0,54.0,0.0,1.0,0.0,6.677894736841999,7710.0,257.0,1.8,30S,green,Normal
checkoutservice,paymentservice,2025-03-10 16:12:30,146248.0,45.0,45.0,0.0,1.0,0.0,7.9574074074087005,7590.0,253.0,1.5,30S,green,Normal
checkoutservice,paymentservice,2025-03-10 16:13:00,146264.0,16.0,16.0,0.0,1.0,0.0,6.812698412705065,2160.0,72.0,0.5333333333333333,30S,green,Normal
checkoutservice,paymentservice,2025-03-10 16:13:30,146279.0,15.0,15.0,0.0,1.0,0.0,8.83611111110723,2985.0,99.5,0.5,30S,green,Normal
checkoutservice,paymentservice,2025-03-10 16:14:00,146299.0,20.0,20.0,0.0,1.0,0.0,6.481313131307488,2565.0,85.5,0.6666666666666666,30S,green,Normal
checkoutservice,paymentservice,2025-03-10 16:14:30,146333.0,34.0,34.0,0.0,1.0,0.0,6.119473684213958,4875.0,162.5,1.1333333333333333,30S,green,Normal
checkoutservice,paymentservice,2025-03-10 16:15:00,146369.0,36.0,36.0,0.0,1.0,0.0,7.661111111112405,5820.0,194.0,1.2,30S,green,Normal
checkoutservice,paymentservice,2025-03-10 16:15:30,146407.0,38.0,38.0,0.0,1.0,0.0,7.039473684210527,5415.0,180.5,1.2666666666666666,30S,green,Normal
checkoutservice,paymentservice,2025-03-10 16:16:00,146453.0,46.0,46.0,0.0,1.0,0.0,10.343904761903078,7440.0,248.0,1.5333333333333334,30S,green,Normal
checkoutservice,paymentservice,2025-03-10 16:16:30,146487.0,34.0,34.0,0.0,1.0,0.0,6.59722222222384,5145.0,171.5,1.1333333333333333,30S,green,Normal
checkoutservice,paymentservice,2025-03-10 16:17:00,146541.0,54.0,54.0,0.0,1.0,0.0,6.9825000000001936,7860.0,262.0,1.8,30S,green,Normal
checkoutservice,paymentservice,2025-03-10 16:17:30,146590.0,49.0,49.0,0.0,1.0,0.0,8.340333333329571,7575.0,252.5,1.6333333333333333,30S,green,Normal
checkoutservice,paymentservice,2025-03-10 16:18:00,146594.0,4.0,4.0,0.0,1.0,0.0,13.199999999953436,1350.0,45.0,0.1333333333333333,30S,green,Normal
checkoutservice,productcatalogservice,2025-03-10 16:09:30,362291.0,39.0,39.0,0.0,1.0,0.0,2.331428571423416,4910.0,163.66666666666666,1.3,30S,green,Normal
checkoutservice,productcatalogservice,2025-03-10 16:10:00,362350.0,59.0,59.0,0.0,1.0,0.0,2.7080459770098884,7655.0,255.16666666666663,1.9666666666666663,30S,green,Normal
checkoutservice,productcatalogservice,2025-03-10 16:10:30,362422.0,72.0,72.0,0.0,1.0,0.0,4.100476190476634,9000.0,300.0,2.4,30S,green,Normal
checkoutservice,productcatalogservice,2025-03-10 16:11:00,362511.0,89.0,89.0,0.0,1.0,0.0,6.672070707071742,10680.0,356.0,2.966666666666667,30S,green,Normal
checkoutservice,productcatalogservice,2025-03-10 16:11:30,362597.0,86.0,86.0,0.0,1.0,0.0,8.430266203707207,11305.0,376.8333333333333,2.8666666666666667,30S,green,Normal
checkoutservice,productcatalogservice,2025-03-10 16:12:00,362703.0,106.0,106.0,0.0,1.0,0.0,6.774458204333402,13380.0,446.0,3.533333333333333,30S,green,Normal
checkoutservice,productcatalogservice,2025-03-10 16:12:30,362804.0,101.0,101.0,0.0,1.0,0.0,6.749607843137689,11310.0,377.0,3.3666666666666667,30S,green,Normal
checkoutservice,productcatalogservice,2025-03-10 16:13:00,362821.0,17.0,17.0,0.0,1.0,0.0,19.180555555557174,3240.0,108.0,0.5666666666666667,30S,green,Normal
checkoutservice,productcatalogservice,2025-03-10 16:13:30,362838.0,17.0,17.0,0.0,1.0,0.0,2.299999999990853,1795.0,59.833333333333336,0.5666666666666667,30S,green,Normal
checkoutservice,productcatalogservice,2025-03-10 16:14:00,362864.0,26.0,26.0,0.0,1.0,0.0,2.660714285712207,3450.0,115.0,0.8666666666666667,30S,green,Normal
checkoutservice,productcatalogservice,2025-03-10 16:14:30,362914.0,50.0,50.0,0.0,1.0,0.0,2.3290640394116773,5790.0,193.0,1.6666666666666667,30S,green,Normal
checkoutservice,productcatalogservice,2025-03-10 16:15:00,362976.0,62.0,62.0,0.0,1.0,0.0,4.062500000000978,8200.0,273.3333333333333,2.066666666666667,30S,green,Normal
checkoutservice,productcatalogservice,2025-03-10 16:15:30,363040.0,64.0,64.0,0.0,1.0,0.0,5.026764705880916,8210.0,273.6666666666667,2.1333333333333333,30S,green,Normal
checkoutservice,productcatalogservice,2025-03-10 16:16:00,363122.0,82.0,82.0,0.0,1.0,0.0,5.706320810972598,9975.0,332.5,2.7333333333333334,30S,green,Normal
checkoutservice,productcatalogservice,2025-03-10 16:16:30,363176.0,54.0,54.0,0.0,1.0,0.0,5.932500000002134,6920.0,230.66666666666663,1.8,30S,green,Normal
checkoutservice,productcatalogservice,2025-03-10 16:17:00,363280.0,104.0,104.0,0.0,1.0,0.0,7.398970644300864,13415.0,447.1666666666667,3.466666666666667,30S,green,Normal
checkoutservice,productcatalogservice,2025-03-10 16:17:30,363382.0,102.0,102.0,0.0,1.0,0.0,8.616300940436153,12160.0,405.3333333333333,3.4,30S,green,Normal
checkoutservice,productcatalogservice,2025-03-10 16:18:00,363386.0,4.0,4.0,0.0,1.0,0.0,2.433333333271245,1130.0,37.66666666666666,0.1333333333333333,30S,green,Normal
checkoutservice,shippingservice,2025-03-10 16:09:30,292865.0,58.0,58.0,0.0,1.0,0.0,2.843333333332391,11930.0,397.6666666666667,1.9333333333333331,30S,green,Normal
checkoutservice,shippingservice,2025-03-10 16:10:00,292933.0,68.0,68.0,0.0,1.0,0.0,2.873611111112041,14450.0,481.6666666666667,2.2666666666666666,30S,green,Normal
checkoutservice,shippingservice,2025-03-10 16:10:30,293023.0,90.0,90.0,0.0,1.0,0.0,2.858000000000174,16760.0,558.6666666666666,3.0,30S,green,Normal
checkoutservice,shippingservice,2025-03-10 16:11:00,293121.0,98.0,98.0,0.0,1.0,0.0,3.120170454544705,20450.0,681.6666666666666,3.2666666666666666,30S,green,Normal
checkoutservice,shippingservice,2025-03-10 16:11:30,293208.0,87.0,87.0,0.0,1.0,0.0,3.1952747252746097,18175.0,605.8333333333334,2.9,30S,green,Normal
checkoutservice,shippingservice,2025-03-10 16:12:00,293322.0,114.0,114.0,0.0,1.0,0.0,3.32167487684752,23080.0,769.3333333333334,3.8,30S,green,Normal
checkoutservice,shippingservice,2025-03-10 16:12:30,293398.0,76.0,76.0,0.0,1.0,0.0,3.1654761904762942,15600.0,520.0,2.533333333333333,30S,green,Normal
checkoutservice,shippingservice,2025-03-10 16:13:00,293422.0,24.0,24.0,0.0,1.0,0.0,3.085714285719275,4840.0,161.33333333333334,0.8,30S,green,Normal
checkoutservice,shippingservice,2025-03-10 16:13:30,293456.0,34.0,34.0,0.0,1.0,0.0,2.988571428564943,6580.0,219.33333333333331,1.1333333333333333,30S,green,Normal
checkoutservice,shippingservice,2025-03-10 16:14:00,293509.0,53.0,53.0,0.0,1.0,0.0,3.186363636366106,10705.0,356.8333333333333,1.7666666666666666,30S,green,Normal
checkoutservice,shippingservice,2025-03-10 16:14:30,293573.0,64.0,64.0,0.0,1.0,0.0,3.2160784313713164,12150.0,405.0,2.1333333333333333,30S,green,Normal
checkoutservice,shippingservice,2025-03-10 16:15:00,293639.0,66.0,66.0,0.0,1.0,0.0,3.2519230769226293,13120.0,437.3333333333333,2.2,30S,green,Normal
checkoutservice,shippingservice,2025-03-10 16:15:30,293731.0,92.0,92.0,0.0,1.0,0.0,3.1196881091608173,18420.0,614.0,3.066666666666667,30S,green,Normal
checkoutservice,shippingservice,2025-03-10 16:16:00,293810.0,79.0,79.0,0.0,1.0,0.0,2.6667803030309383,15075.0,502.5,2.6333333333333333,30S,green,Normal
checkoutservice,shippingservice,2025-03-10 16:16:30,293896.0,86.0,86.0,0.0,1.0,0.0,2.817099567098748,15560.0,518.6666666666666,2.8666666666666667,30S,green,Normal
checkoutservice,shippingservice,2025-03-10 16:17:00,293996.0,100.0,100.0,0.0,1.0,0.0,3.200563607084203,21440.0,714.6666666666666,3.333333333333333,30S,green,Normal
checkoutservice,shippingservice,2025-03-10 16:17:30,294072.0,76.0,76.0,0.0,1.0,0.0,3.1375000000035342,16090.0,536.3333333333334,2.533333333333333,30S,green,Normal
checkoutservice,shippingservice,2025-03-10 16:18:00,294082.0,10.0,10.0,0.0,1.0,0.0,3.4416666666365927,1710.0,57.0,0.3333333333333333,30S,green,Normal
frontend,adservice,2025-03-10 16:09:30,2361773.0,554.0,546.0,8.0,0.9854545454545454,0.0145454545454545,5.8962126474970304,64055.0,2135.1666666666665,18.466666666666665,30S,green,Normal
frontend,adservice,2025-03-10 16:10:00,2362418.0,650.0,645.0,5.0,0.9921834164884772,0.0078165835115228,8.459398309938468,74108.5,2470.2833333333333,21.666666666666668,30S,green,Normal
frontend,adservice,2025-03-10 16:10:30,2363122.0,717.0,704.0,13.0,0.982945384531096,0.017054615468904,7.670931372548616,83958.0,2798.6,23.9,30S,green,Normal
frontend,adservice,2025-03-10 16:11:00,2363880.0,776.0,758.0,18.0,0.9771664008506112,0.0228335991493886,11.417508006131325,91429.5,3047.65,25.866666666666667,30S,green,Normal
frontend,adservice,2025-03-10 16:11:30,2364682.0,833.0,802.0,31.0,0.9624095926912828,0.0375904073087171,12.540375387998402,94894.5,3163.15,27.766666666666666,30S,green,Normal
frontend,adservice,2025-03-10 16:12:00,2365528.0,886.0,846.0,40.0,0.9551361465008744,0.0448638534991256,11.66138131597737,107549.0,3584.9666666666667,29.53333333333333,30S,green,Normal
frontend,adservice,2025-03-10 16:12:30,2366148.0,665.0,620.0,45.0,0.9351615898226068,0.0648384101773932,118.68429311452388,87371.5,2912.383333333333,22.166666666666668,30S,red,Anomalous
frontend,adservice,2025-03-10 16:13:00,2366339.0,191.0,191.0,0.0,1.0,0.0,3.90258581236674,20478.5,682.6166666666667,6.366666666666666,30S,green,Normal
frontend,adservice,2025-03-10 16:13:30,2366643.0,304.0,304.0,0.0,1.0,0.0,4.261441488433846,35194.0,1173.1333333333334,10.133333333333333,30S,green,Normal
frontend,adservice,2025-03-10 16:14:00,2367092.0,449.0,449.0,0.0,1.0,0.0,4.5735157903081705,50115.5,1670.5166666666669,14.966666666666669,30S,green,Normal
frontend,adservice,2025-03-10 16:14:30,2367626.0,534.0,534.0,0.0,1.0,0.0,5.275190807504714,63167.5,2105.583333333333,17.8,30S,green,Normal
frontend,adservice,2025-03-10 16:15:00,2368266.0,646.0,640.0,6.0,0.9907831007528892,0.0092168992471107,7.358758952037856,73035.0,2434.5,21.53333333333333,30S,green,Normal
frontend,adservice,2025-03-10 16:15:30,2368967.0,714.0,701.0,13.0,0.9819316817464864,0.0180683182535135,11.73018574019,85391.5,2846.383333333333,23.8,30S,green,Normal
frontend,adservice,2025-03-10 16:16:00,2369689.0,758.0,722.0,36.0,0.9535804020100502,0.0464195979899497,108.59363293938648,90045.0,3001.5,25.266666666666666,30S,green,Normal
