source_workload,destination_workload,timestamp,total_request,new_request,success_count,error_count,success_rate,error_rate,average_latency,istio_request_bytes,throughput,request_rate,p50_latency,p90_latency,p95_latency,p99_latency,time_window
checkoutservice,paymentservice,2025-03-10 16:08:00,"[146013.0, 146098.0]","[60.0, 85.0]","[60.0, 85.0]","[0.0, 0.0]","[1.0, 1.0]","[0.0, 0.0]","[14.74688131312519, 13.37060011139322]","[9615.0, 12045.0]","[160.25, 200.75]","[1.0, 1.4166666666666667]",13.37060011139322,14.74688131312519,14.74688131312519,14.74688131312519,1min
checkoutservice,paymentservice,2025-03-10 16:12:00,"[146203.0, 146264.0, 146299.0, 146369.0]","[105.0, 61.0, 35.0, 70.0]","[105.0, 61.0, 35.0, 70.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[13.886942355886957, 14.770105820113766, 15.317424242414718, 13.780584795326362]","[16650.0, 9750.0, 5550.0, 10695.0]","[277.5, 162.5, 92.5, 178.25]","[1.75, 1.0166666666666666, 0.5833333333333334, 1.1666666666666667]",13.886942355886957,15.317424242414718,15.317424242414718,15.317424242414718,1min
checkoutservice,paymentservice,2025-03-10 16:16:00,"[146453.0, 146541.0, 146594.0]","[84.0, 88.0, 53.0]","[84.0, 88.0, 53.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]","[17.383378446113603, 13.579722222224031, 21.540333333283005]","[12855.0, 13005.0, 8925.0]","[214.25, 216.75, 148.75]","[1.4, 1.4666666666666666, 0.8833333333333333]",17.383378446113603,21.540333333283005,21.540333333283005,21.540333333283005,1min
checkoutservice,productcatalogservice,2025-03-10 16:08:00,"[362350.0, 362511.0]","[98.0, 161.0]","[98.0, 161.0]","[0.0, 0.0]","[1.0, 1.0]","[0.0, 0.0]","[5.039474548433304, 10.772546897548375]","[12565.0, 19680.0]","[209.41666666666663, 328.0]","[1.6333333333333333, 2.683333333333333]",10.772546897548375,10.772546897548375,10.772546897548375,10.772546897548375,1min
checkoutservice,productcatalogservice,2025-03-10 16:12:00,"[362703.0, 362821.0, 362864.0, 362976.0]","[192.0, 118.0, 43.0, 112.0]","[192.0, 118.0, 43.0, 112.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[15.204724408040608, 25.930163398694862, 4.96071428570306, 6.391564039412655]","[24685.0, 14550.0, 5245.0, 13990.0]","[411.4166666666667, 242.5, 87.41666666666667, 233.16666666666663]","[3.2, 1.9666666666666663, 0.7166666666666667, 1.8666666666666667]",15.204724408040608,25.930163398694862,25.930163398694862,25.930163398694862,1min
checkoutservice,productcatalogservice,2025-03-10 16:16:00,"[363122.0, 363280.0, 363386.0]","[146.0, 158.0, 106.0]","[146.0, 158.0, 106.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]","[10.733085516853514, 13.331470644302998, 11.049634273707396]","[18185.0, 20335.0, 13290.0]","[303.0833333333333, 338.9166666666667, 221.5]","[2.433333333333333, 2.6333333333333333, 1.7666666666666666]",11.049634273707396,13.331470644302998,13.331470644302998,13.331470644302998,1min
checkoutservice,shippingservice,2025-03-10 16:08:00,"[292933.0, 293121.0]","[126.0, 188.0]","[126.0, 188.0]","[0.0, 0.0]","[1.0, 1.0]","[0.0, 0.0]","[5.716944444444431, 5.97817045454488]","[26380.0, 37210.0]","[439.6666666666667, 620.1666666666666]","[2.1, 3.1333333333333333]",5.97817045454488,5.97817045454488,5.97817045454488,5.97817045454488,1min
checkoutservice,shippingservice,2025-03-10 16:12:00,"[293322.0, 293422.0, 293509.0, 293639.0]","[201.0, 100.0, 87.0, 130.0]","[201.0, 100.0, 87.0, 130.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[6.51694960212213, 6.2511904761955694, 6.174935064931049, 6.468001508293946]","[41255.0, 20440.0, 17285.0, 25270.0]","[687.5833333333334, 340.6666666666667, 288.0833333333333, 421.1666666666667]","[3.35, 1.6666666666666667, 1.45, 2.1666666666666665]",6.468001508293946,6.51694960212213,6.51694960212213,6.51694960212213,1min
checkoutservice,shippingservice,2025-03-10 16:16:00,"[293810.0, 293996.0, 294082.0]","[171.0, 186.0, 86.0]","[171.0, 186.0, 86.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]","[5.786468412191756, 6.017663174182951, 6.579166666640127]","[33495.0, 37000.0, 17800.0]","[558.25, 616.6666666666666, 296.6666666666667]","[2.85, 3.1, 1.4333333333333331]",6.017663174182951,6.579166666640127,6.579166666640127,6.579166666640127,1min
frontend,adservice,2025-03-10 16:08:00,"[2362418.0, 2363880.0]","[1204.0, 1493.0]","[1191.0, 1462.0]","[13.0, 31.0]","[0.9888189809715112, 0.9800558926908536]","[0.0111810190284886, 0.0199441073091463]","[14.355610957435498, 19.088439378679944]","[138163.5, 175387.5]","[2302.725, 2923.125]","[20.066666666666663, 24.883333333333333]",19.088439378679944,19.088439378679944,19.088439378679944,19.088439378679944,1min
frontend,adservice,2025-03-10 16:12:00,"[2365528.0, 2366339.0, 2367092.0, 2368266.0]","[1719.0, 856.0, 753.0, 1180.0]","[1648.0, 811.0, 753.0, 1174.0]","[71.0, 45.0, 0.0, 6.0]","[0.9587728695960784, 0.9675807949113032, 1.0, 0.9953915503764446]","[0.0412271304039213, 0.0324192050886966, 0.0, 0.0046084496235553]","[24.20175670397577, 122.58687892689062, 8.834957278742017, 12.633949759542572]","[202443.5, 107850.0, 85309.5, 136202.5]","[3374.0583333333334, 1797.5, 1421.825, 2270.0416666666665]","[28.65, 14.266666666666667, 12.55, 19.666666666666668]",24.20175670397577,122.58687892689062,122.58687892689062,122.58687892689062,1min
frontend,adservice,2025-03-10 16:16:00,"[2369689.0, 2371239.0, 2372027.0]","[1472.0, 1669.0, 842.0]","[1423.0, 1550.0, 788.0]","[49.0, 119.0, 54.0]","[0.9677560418782682, 0.9298116961796185, 0.96384741902834]","[0.0322439581217316, 0.0701883038203816, 0.0361525809716598]","[120.32381867957648, 39.87137866735417, 18.877669369284053]","[175436.5, 196046.5, 105156.0]","[2923.9416666666666, 3267.4416666666666, 1752.6]","[24.53333333333333, 27.816666666666663, 14.033333333333331]",39.87137866735417,120.32381867957648,120.32381867957648,120.32381867957648,1min
frontend,cartservice,2025-03-10 16:08:00,"[3693442.0, 3695726.0]","[1806.0, 2284.0]","[1806.0, 2284.0]","[0.0, 0.0]","[1.0, 1.0]","[0.0, 0.0]","[22.25613669045499, 46.54425064591701]","[256830.0, 326725.0]","[4280.5, 5445.416666666667]","[30.1, 38.06666666666667]",46.54425064591701,46.54425064591701,46.54425064591701,46.54425064591701,1min
frontend,cartservice,2025-03-10 16:12:00,"[3698410.0, 3699663.0, 3700785.0, 3702600.0]","[2684.0, 1255.0, 1122.0, 1815.0]","[2684.0, 1253.0, 1122.0, 1815.0]","[0.0, 2.0, 0.0, 0.0]","[1.0, 0.9981343283582088, 1.0, 1.0]","[0.0, 0.001865671641791, 0.0, 0.0]","[101.00669813002096, 83.88526599855012, 45.07298700359924, 21.984866696426124]","[384055.0, 198830.0, 157320.0, 255060.0]","[6400.916666666667, 3313.833333333333, 2622.0, 4251.0]","[44.73333333333333, 20.916666666666668, 18.7, 30.25]",83.88526599855012,101.00669813002096,101.00669813002096,101.00669813002096,1min
frontend,cartservice,2025-03-10 16:16:00,"[3704831.0, 3707437.0, 3708665.0]","[2231.0, 2606.0, 1228.0]","[2231.0, 2606.0, 1228.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]","[121.71688656767468, 220.47838771102815, 31.00612147875054]","[321590.0, 371605.0, 196530.0]","[5359.833333333333, 6193.416666666667, 3275.5]","[37.18333333333333, 43.43333333333333, 20.466666666666665]",121.71688656767468,220.47838771102815,220.47838771102815,220.47838771102815,1min
frontend,checkoutservice,2025-03-10 16:08:00,"[146017.0, 146106.0]","[63.0, 89.0]","[63.0, 89.0]","[0.0, 0.0]","[1.0, 1.0]","[0.0, 0.0]","[334.5993890977444, 545.9530158730159]","[16250.0, 22405.0]","[270.8333333333333, 373.4166666666667]","[1.05, 1.4833333333333334]",545.9530158730159,545.9530158730159,545.9530158730159,545.9530158730159,1min
frontend,checkoutservice,2025-03-10 16:12:00,"[146208.0, 146265.0, 146305.0, 146373.0]","[105.0, 58.0, 40.0, 69.0]","[102.0, 57.0, 40.0, 68.0]","[3.0, 1.0, 0.0, 1.0]","[0.9665178571428572, 0.9891304347826086, 1.0, 0.9852941176470588]","[0.0334821428571428, 0.0108695652173912, 0.0, 0.0147058823529411]","[739.2544251447476, 2562.594405594405, 263.41117216117215, 532.9395317337461]","[28490.0, 16750.0, 9485.0, 19040.0]","[474.8333333333333, 279.1666666666667, 158.08333333333334, 317.3333333333333]","[1.75, 0.9666666666666668, 0.6666666666666666, 1.15]",739.2544251447476,2562.594405594405,2562.594405594405,2562.594405594405,1min
frontend,checkoutservice,2025-03-10 16:16:00,"[146459.0, 146545.0, 146594.0]","[87.0, 86.0, 49.0]","[86.0, 86.0, 49.0]","[1.0, 0.0, 0.0]","[0.9886363636363636, 1.0, 1.0]","[0.0113636363636363, 0.0, 0.0]","[822.923368226601, 862.9386904761905, 630.3882575757575]","[22355.0, 22150.0, 15210.0]","[372.5833333333333, 369.1666666666667, 253.5]","[1.45, 1.4333333333333331, 0.8166666666666667]",822.923368226601,862.9386904761905,862.9386904761905,862.9386904761905,1min
frontend,currencyservice,2025-03-10 16:08:00,"[12031239.0, 12038605.0]","[5823.0, 7366.0]","[5823.0, 7366.0]","[0.0, 0.0]","[1.0, 1.0]","[0.0, 0.0]","[53.00027896695221, 131.54164879844177]","[744825.0, 931935.0]","[12413.75, 15532.25]","[97.05, 122.76666666666668]",131.54164879844177,131.54164879844177,131.54164879844177,131.54164879844177,1min
frontend,currencyservice,2025-03-10 16:12:00,"[12046891.0, 12052090.0, 12055621.0, 12061448.0]","[8286.0, 5208.0, 3531.0, 5827.0]","[8286.0, 5199.0, 3531.0, 5827.0]","[0.0, 9.0, 0.0, 0.0]","[1.0, 0.9989659926470588, 1.0, 1.0]","[0.0, 0.0010340073529411, 0.0, 0.0]","[244.72941794744443, 507.7939389304014, 24.2953141771595, 57.808588195185926]","[1072720.0, 730215.0, 429660.0, 732375.0]","[17878.666666666668, 12170.25, 7161.0, 12206.25]","[138.1, 86.8, 58.85, 97.11666666666666]",244.72941794744443,507.7939389304014,507.7939389304014,507.7939389304014,1min
frontend,currencyservice,2025-03-10 16:16:00,"[12068814.0, 12076971.0, 12082237.0]","[7366.0, 8157.0, 5266.0]","[7366.0, 8157.0, 5266.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]","[147.06930447977103, 277.8795210334378, 342.623751549398]","[941930.0, 1059345.0, 742830.0]","[15698.833333333334, 17655.75, 12380.5]","[122.76666666666668, 135.95, 87.76666666666667]",277.8795210334378,342.623751549398,342.623751549398,342.623751549398,1min
frontend,productcatalogservice,2025-03-10 16:08:00,"[19233532.0, 19244294.0]","[8184.0, 10762.0]","[8184.0, 10762.0]","[0.0, 0.0]","[1.0, 1.0]","[0.0, 0.0]","[11.05054279007176, 19.55103025314856]","[1003268.5, 1324061.5]","[16721.141666666666, 22067.691666666666]","[136.4, 179.36666666666667]",19.55103025314856,19.55103025314856,19.55103025314856,19.55103025314856,1min
frontend,productcatalogservice,2025-03-10 16:12:00,"[19257476.0, 19265448.0, 19270096.0, 19278532.0]","[13182.0, 7989.0, 4648.0, 8436.0]","[13182.0, 7972.0, 4648.0, 8436.0]","[0.0, 17.0, 0.0, 0.0]","[1.0, 0.9937315634218288, 1.0, 1.0]","[0.0, 0.006268436578171, 0.0, 0.0]","[33.471904796329106, 33.19060841581967, 5.977472698153778, 11.715145441864877]","[1614587.5, 1003490.0, 569124.5, 1036546.5]","[26909.791666666668, 16724.833333333332, 9485.408333333333, 17275.775]","[219.7, 133.15, 77.46666666666667, 140.6]",33.19060841581967,33.471904796329106,33.471904796329106,33.471904796329106,1min
frontend,productcatalogservice,2025-03-10 16:16:00,"[19289222.0, 19301960.0, 19309672.0]","[10690.0, 12738.0, 7715.0]","[10690.0, 12738.0, 7712.0]","[0.0, 0.0, 3.0]","[1.0, 1.0, 0.9988170347003156]","[0.0, 0.0, 0.0011829652996845]","[22.075712083857933, 31.878403327150657, 30.04630537200181]","[1314932.0, 1561386.0, 967939.5]","[21915.533333333333, 26023.1, 16132.325]","[178.16666666666666, 212.3, 128.58333333333334]",30.04630537200181,31.878403327150657,31.878403327150657,31.878403327150657,1min
frontend,recommendationservice,2025-03-10 16:08:00,"[2950846.0, 2952587.0]","[1324.0, 1741.0]","[1324.0, 1741.0]","[0.0, 0.0]","[1.0, 1.0]","[0.0, 0.0]","[72.22143645369856, 170.30912141426592]","[228460.0, 298010.0]","[3807.6666666666665, 4966.833333333333]","[22.066666666666663, 29.016666666666666]",170.30912141426592,170.30912141426592,170.30912141426592,170.30912141426592,1min
frontend,recommendationservice,2025-03-10 16:12:00,"[2954673.0, 2955782.0, 2956568.0, 2957941.0]","[2086.0, 1112.0, 786.0, 1373.0]","[2086.0, 1109.0, 786.0, 1373.0]","[0.0, 3.0, 0.0, 0.0]","[1.0, 0.998247663551402, 1.0, 1.0]","[0.0, 0.0017523364485981, 0.0, 0.0]","[379.2539245229244, 347.51056725560886, 42.77557449088857, 83.10841740958763]","[355730.0, 204100.0, 133030.0, 234330.0]","[5928.833333333333, 3401.6666666666665, 2217.1666666666665, 3905.5]","[34.766666666666666, 18.53333333333333, 13.1, 22.883333333333333]",347.51056725560886,379.2539245229244,379.2539245229244,379.2539245229244,1min
frontend,recommendationservice,2025-03-10 16:16:00,"[2959610.0, 2961612.0, 2962725.0]","[1669.0, 2002.0, 1113.0]","[1669.0, 2002.0, 1113.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]","[278.9449002104175, 576.7875397953534, 378.4976457945079]","[294225.0, 348065.0, 191910.0]","[4903.75, 5801.083333333333, 3198.5]","[27.816666666666663, 33.36666666666667, 18.55]",378.4976457945079,576.7875397953534,576.7875397953534,576.7875397953534,1min
frontend,shippingservice,2025-03-10 16:08:00,"[886078.0, 886578.0]","[395.0, 500.0]","[395.0, 500.0]","[0.0, 0.0]","[1.0, 1.0]","[0.0, 0.0]","[6.666837587284872, 7.867820700644316]","[50669.5, 64223.5]","[844.4916666666667, 1070.3916666666669]","[6.583333333333333, 8.333333333333334]",7.867820700644316,7.867820700644316,7.867820700644316,7.867820700644316,1min
frontend,shippingservice,2025-03-10 16:12:00,"[887192.0, 887491.0, 887724.0, 888131.0]","[614.0, 299.0, 233.0, 407.0]","[614.0, 299.0, 233.0, 407.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[9.223539312932989, 9.41653865598768, 6.908440449578916, 7.177634219792449]","[78501.0, 40832.0, 28793.0, 51781.0]","[1308.35, 680.5333333333333, 479.8833333333333, 863.0166666666667]","[10.233333333333333, 4.983333333333333, 3.883333333333333, 6.783333333333333]",9.223539312932989,9.41653865598768,9.41653865598768,9.41653865598768,1min
frontend,shippingservice,2025-03-10 16:16:00,"[888621.0, 889217.0, 889506.0]","[490.0, 596.0, 289.0]","[490.0, 596.0, 289.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]","[8.25903124653014, 9.223200068853274, 8.418886623773227]","[63691.0, 79361.5, 37857.5]","[1061.5166666666669, 1322.6916666666666, 630.9583333333334]","[8.166666666666666, 9.933333333333334, 4.816666666666666]",8.418886623773227,9.223200068853274,9.223200068853274,9.223200068853274,1min
loadgenerator,frontend,2025-03-10 16:08:00,"[3395415.0, 3397488.0]","[1976.0, 2499.0]","[1625.0, 2073.0]","[351.0, 426.0]","[0.8223451769013785, 0.8299525696320891]","[0.1776548230986214, 0.1700474303679109]","[2420.0252975481703, 4911.771477345368]","[2115195.0, 2677865.0]","[35253.25, 44631.083333333336]","[32.93333333333333, 41.65]",4911.771477345368,4911.771477345368,4911.771477345368,4911.771477345368,1min
loadgenerator,frontend,2025-03-10 16:12:00,"[3399885.0, 3401166.0, 3402152.0, 3403777.0]","[2907.0, 1550.0, 1199.0, 1955.0]","[2397.0, 1281.0, 986.0, 1625.0]","[510.0, 269.0, 213.0, 330.0]","[0.8246822732476151, 0.8321760324853108, 0.824147782660916, 0.8316730808163042]","[0.1753177267523847, 0.1678239675146891, 0.1758522173390839, 0.1683269191836957]","[9069.218441267854, 8364.675342660901, 1112.1129726000754, 2636.50472227462]","[3132965.0, 1670540.0, 1281405.0, 2096605.0]","[52216.083333333336, 27842.33333333333, 21356.75, 34943.416666666664]","[48.45, 25.83333333333333, 19.98333333333333, 32.583333333333336]",8364.675342660901,9069.218441267854,9069.218441267854,9069.218441267854,1min
loadgenerator,frontend,2025-03-10 16:16:00,"[3405818.0, 3408154.0, 3409399.0]","[2454.0, 2836.0, 1525.0]","[2041.0, 2336.0, 1245.0]","[413.0, 500.0, 280.0]","[0.8318070353322963, 0.8239490168941158, 0.8292780862227369]","[0.1681929646677037, 0.1760509831058841, 0.1707219137772631]","[5685.178414069352, 9143.521351876328, 10261.109782577538]","[2631950.0, 3059605.0, 1632325.0]","[43865.833333333336, 50993.41666666666, 27205.416666666668]","[40.9, 47.266666666666666, 25.416666666666668]",9143.521351876328,10261.109782577538,10261.109782577538,10261.109782577538,1min
recommendationservice,productcatalogservice,2025-03-10 16:08:00,"[2950729.0, 2952430.0]","[1286.0, 1701.0]","[1286.0, 1701.0]","[0.0, 0.0]","[1.0, 1.0]","[0.0, 0.0]","[8.349957323077074, 11.479259240965929]","[154675.5, 204485.0]","[2577.925, 3408.083333333333]","[21.433333333333334, 28.35]",11.479259240965929,11.479259240965929,11.479259240965929,11.479259240965929,1min
recommendationservice,productcatalogservice,2025-03-10 16:12:00,"[2954499.0, 2955753.0, 2956490.0, 2957812.0]","[2069.0, 1254.0, 737.0, 1322.0]","[2069.0, 1254.0, 737.0, 1322.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[17.44211905860073, 14.183246477009249, 5.418493760863612, 8.3167735185181]","[249681.0, 152893.0, 88646.5, 159578.0]","[4161.35, 2548.2166666666667, 1477.4416666666666, 2659.633333333333]","[34.483333333333334, 20.9, 12.283333333333331, 22.03333333333333]",14.183246477009249,17.44211905860073,17.44211905860073,17.44211905860073,1min
recommendationservice,productcatalogservice,2025-03-10 16:16:00,"[2959495.0, 2961496.0, 2962704.0]","[1683.0, 2001.0, 1208.0]","[1683.0, 2001.0, 1208.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]","[12.121145077317776, 15.661146935809532, 12.89898488100532]","[202723.0, 240717.5, 147984.5]","[3378.7166666666667, 4011.9583333333335, 2466.4083333333333]","[28.05, 33.35, 20.133333333333333]",12.89898488100532,15.661146935809532,15.661146935809532,15.661146935809532,1min
checkoutservice,cartservice,2025-03-10 16:10:00,"[293061.0, 293773.0]","[133.0, 712.0]","[133.0, 712.0]","[0.0, 0.0]","[1.0, 1.0]","[0.0, 0.0]","[17.616380876680477, 215.9106536808816]","[18990.0, 101280.0]","[63.3, 337.6]","[0.4433333333333333, 2.373333333333333]",215.9106536808816,215.9106536808816,215.9106536808816,215.9106536808816,5min
checkoutservice,cartservice,2025-03-10 16:20:00,[294201.0],[428.0],[428.0],[0.0],[1.0],[0.0],[395.69723453930845],[63345.0],[211.15],[1.4266666666666667],395.69723453930845,395.69723453930845,395.69723453930845,395.69723453930845,5min
checkoutservice,currencyservice,2025-03-10 16:10:00,"[509137.0, 510128.0]","[163.0, 991.0]","[163.0, 991.0]","[0.0, 0.0]","[1.0, 1.0]","[0.0, 0.0]","[41.96306349411668, 1222.0557091921514]","[21005.0, 131780.0]","[70.01666666666667, 439.26666666666665]","[0.5433333333333333, 3.303333333333333]",1222.0557091921514,1222.0557091921514,1222.0557091921514,1222.0557091921514,5min
checkoutservice,currencyservice,2025-03-10 16:20:00,[510753.0],[625.0],[625.0],[0.0],[1.0],[0.0],[244.2982368956852],[85410.0],[284.7],[2.083333333333333],244.2982368956852,244.2982368956852,244.2982368956852,244.2982368956852,5min
checkoutservice,emailservice,2025-03-10 16:10:00,"[146025.0, 146376.0]","[64.0, 351.0]","[64.0, 351.0]","[0.0, 0.0]","[1.0, 1.0]","[0.0, 0.0]","[10.168888888888937, 59.90902445173434]","[20430.0, 120110.0]","[68.1, 400.3666666666667]","[0.2133333333333333, 1.17]",59.90902445173434,59.90902445173434,59.90902445173434,59.90902445173434,5min
checkoutservice,emailservice,2025-03-10 16:20:00,[146597.0],[221.0],[221.0],[0.0],[1.0],[0.0],[38.51512987013084],[74205.0],[247.35],[0.7366666666666667],38.51512987013084,38.51512987013084,38.51512987013084,38.51512987013084,5min
checkoutservice,paymentservice,2025-03-10 16:10:00,"[146013.0, 146369.0]","[60.0, 356.0]","[60.0, 356.0]","[0.0, 0.0]","[1.0, 1.0]","[0.0, 0.0]","[14.74688131312519, 71.12565732513502]","[9615.0, 54690.0]","[32.05, 182.3]","[0.2, 1.1866666666666668]",71.12565732513502,71.12565732513502,71.12565732513502,71.12565732513502,5min
checkoutservice,paymentservice,2025-03-10 16:20:00,[146594.0],[225.0],[225.0],[0.0],[1.0],[0.0],[52.50343400162065],[34785.0],[115.95],[0.75],52.50343400162065,52.50343400162065,52.50343400162065,52.50343400162065,5min
checkoutservice,productcatalogservice,2025-03-10 16:10:00,"[362350.0, 362976.0]","[98.0, 626.0]","[98.0, 626.0]","[0.0, 0.0]","[1.0, 1.0]","[0.0, 0.0]","[5.039474548433304, 63.25971302939956]","[12565.0, 78150.0]","[41.88333333333333, 260.5]","[0.3266666666666666, 2.0866666666666664]",63.25971302939956,63.25971302939956,63.25971302939956,63.25971302939956,5min
checkoutservice,productcatalogservice,2025-03-10 16:20:00,[363386.0],[410.0],[410.0],[0.0],[1.0],[0.0],[35.11419043486391],[51810.0],[172.7],[1.3666666666666667],35.11419043486391,35.11419043486391,35.11419043486391,35.11419043486391,5min
checkoutservice,shippingservice,2025-03-10 16:10:00,"[292933.0, 293639.0]","[126.0, 706.0]","[126.0, 706.0]","[0.0, 0.0]","[1.0, 1.0]","[0.0, 0.0]","[5.716944444444431, 31.389247106087574]","[26380.0, 141460.0]","[87.93333333333334, 471.53333333333336]","[0.42, 2.353333333333333]",31.389247106087574,31.389247106087574,31.389247106087574,31.389247106087574,5min
checkoutservice,shippingservice,2025-03-10 16:20:00,[294082.0],[443.0],[443.0],[0.0],[1.0],[0.0],[18.38329825301484],[88295.0],[294.31666666666666],[1.4766666666666666],18.38329825301484,18.38329825301484,18.38329825301484,18.38329825301484,5min
frontend,adservice,2025-03-10 16:10:00,"[2362418.0, 2368266.0]","[1204.0, 6001.0]","[1191.0, 5848.0]","[13.0, 153.0]","[0.9888189809715112, 0.980360221514936]","[0.0111810190284886, 0.0196397784850639]","[14.355610957435498, 187.3459820478309]","[138163.5, 707193.0]","[460.545, 2357.31]","[4.013333333333334, 20.00333333333333]",187.3459820478309,187.3459820478309,187.3459820478309,187.3459820478309,5min
frontend,adservice,2025-03-10 16:20:00,[2372027.0],[3983.0],[3761.0],[222.0],[0.9538050523620756],[0.0461949476379244],[179.07286671621472],[476639.0],[1588.7966666666666],[13.276666666666667],179.07286671621472,179.07286671621472,179.07286671621472,179.07286671621472,5min
frontend,cartservice,2025-03-10 16:10:00,"[3693442.0, 3702600.0]","[1806.0, 9160.0]","[1806.0, 9158.0]","[0.0, 2.0]","[1.0, 0.9996268656716416]","[0.0, 0.0003731343283582]","[22.25613669045499, 298.4940684745135]","[256830.0, 1321990.0]","[856.1, 4406.633333333333]","[6.02, 30.53333333333333]",298.4940684745135,298.4940684745135,298.4940684745135,298.4940684745135,5min
frontend,cartservice,2025-03-10 16:20:00,[3708665.0],[6065.0],[6065.0],[0.0],[1.0],[0.0],[373.2013957574534],[889725.0],[2965.75],[20.216666666666665],373.2013957574534,373.2013957574534,373.2013957574534,373.2013957574534,5min
frontend,checkoutservice,2025-03-10 16:10:00,"[146017.0, 146373.0]","[63.0, 361.0]","[63.0, 356.0]","[0.0, 5.0]","[1.0, 0.988188481914505]","[0.0, 0.011811518085495]","[334.5993890977444, 4644.152550507088]","[16250.0, 96170.0]","[54.16666666666666, 320.56666666666666]","[0.21, 1.2033333333333334]",4644.152550507088,4644.152550507088,4644.152550507088,4644.152550507088,5min
frontend,checkoutservice,2025-03-10 16:20:00,[146594.0],[222.0],[221.0],[1.0],[0.9958677685950412],[0.0041322314049586],[2316.250316278549],[59715.0],[199.05],[0.74],2316.250316278549,2316.250316278549,2316.250316278549,2316.250316278549,5min
frontend,currencyservice,2025-03-10 16:10:00,"[12031239.0, 12061448.0]","[5823.0, 30218.0]","[5823.0, 30209.0]","[0.0, 9.0]","[1.0, 0.9997931985294116]","[0.0, 0.0002068014705882]","[53.00027896695221, 966.168908048633]","[744825.0, 3896905.0]","[2482.75, 12989.683333333332]","[19.41, 100.72666666666667]",966.168908048633,966.168908048633,966.168908048633,966.168908048633,5min
frontend,currencyservice,2025-03-10 16:20:00,[12082237.0],[20789.0],[20789.0],[0.0],[1.0],[0.0],[767.5725770626068],[2744105.0],[9147.016666666666],[69.29666666666667],767.5725770626068,767.5725770626068,767.5725770626068,767.5725770626068,5min
frontend,productcatalogservice,2025-03-10 16:10:00,"[19233532.0, 19278532.0]","[8184.0, 45017.0]","[8184.0, 45000.0]","[0.0, 17.0]","[1.0, 0.9987463126843658]","[0.0, 0.0012536873156342]","[11.05054279007176, 103.906161605316]","[1003268.5, 5547810.0]","[3344.228333333333, 18492.7]","[27.28, 150.05666666666667]",103.906161605316,103.906161605316,103.906161605316,103.906161605316,5min
frontend,productcatalogservice,2025-03-10 16:20:00,[19309672.0],[31143.0],[31140.0],[3.0],[0.9996056782334384],[0.0003943217665615],[84.00042078301041],[3844257.5],[12814.191666666668],[103.81],84.00042078301041,84.00042078301041,84.00042078301041,84.00042078301041,5min
frontend,recommendationservice,2025-03-10 16:10:00,"[2950846.0, 2957941.0]","[1324.0, 7098.0]","[1324.0, 7095.0]","[0.0, 3.0]","[1.0, 0.9996495327102805]","[0.0, 0.0003504672897196]","[72.22143645369856, 1022.9576050932752]","[228460.0, 1225200.0]","[761.5333333333333, 4084.0]","[4.413333333333333, 23.66]",1022.9576050932752,1022.9576050932752,1022.9576050932752,1022.9576050932752,5min
frontend,recommendationservice,2025-03-10 16:20:00,[2962725.0],[4784.0],[4784.0],[0.0],[1.0],[0.0],[1234.2300858002789],[834200.0],[2780.6666666666665],[15.946666666666667],1234.2300858002789,1234.2300858002789,1234.2300858002789,1234.2300858002789,5min
frontend,shippingservice,2025-03-10 16:10:00,"[886078.0, 888131.0]","[395.0, 2053.0]","[395.0, 2053.0]","[0.0, 0.0]","[1.0, 1.0]","[0.0, 0.0]","[6.666837587284872, 40.59397333893635]","[50669.5, 264130.5]","[168.89833333333334, 880.435]","[1.3166666666666669, 6.843333333333334]",40.59397333893635,40.59397333893635,40.59397333893635,40.59397333893635,5min
frontend,shippingservice,2025-03-10 16:20:00,[889506.0],[1375.0],[1375.0],[0.0],[1.0],[0.0],[25.90111793915664],[180910.0],[603.0333333333333],[4.583333333333333],25.90111793915664,25.90111793915664,25.90111793915664,25.90111793915664,5min
